orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCountry
10454,LAMAI,4,21/02/2021,21/03/2021,25/02/2021,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,France
10455,WARTH,8,24/02/2021,07/04/2021,03/03/2021,2,180.45,Wartian Herkku,Torikatu 38,Finland
10456,KOENE,8,25/02/2021,08/04/2021,28/02/2021,2,8.12,Königlich Essen,Maubelstr. 90,Germany
10457,KOENE,2,25/02/2021,25/03/2021,03/03/2021,1,11.57,Königlich Essen,Maubelstr. 90,Germany
10458,SUPRD,7,26/02/2021,26/03/2021,04/03/2021,3,147.06,Suprêmes délices,Boulevard Tirou 255,Belgium
10459,VICTE,4,27/02/2021,27/03/2021,28/02/2021,2,25.09,Victuailles en stock,2 rue du Commerce,France
10460,FOLKO,8,28/02/2021,28/03/2021,03/03/2021,1,16.27,Folk och fä HB,Åkergatan 24,Sweden
10461,LILAS,1,28/02/2021,28/03/2021,05/03/2021,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
10462,CONSH,2,03/03/2021,31/03/2021,18/03/2021,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,UK
10463,SUPRD,5,04/03/2021,01/04/2021,06/03/2021,3,14.78,Suprêmes délices,Boulevard Tirou 255,Belgium
10464,FURIB,4,04/03/2021,01/04/2021,14/03/2021,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Portugal
10465,VAFFE,1,05/03/2021,02/04/2021,14/03/2021,3,145.04,Vaffeljernet,Smagsloget 45,Denmark
10466,COMMI,4,06/03/2021,03/04/2021,13/03/2021,1,11.93,Comércio Mineiro,Av. dos Lusíadas 23,Brazil
10467,MAGAA,8,06/03/2021,03/04/2021,11/03/2021,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Italy
10468,KOENE,3,07/03/2021,04/04/2021,12/03/2021,3,44.12,Königlich Essen,Maubelstr. 90,Germany
10469,WHITC,1,10/03/2021,07/04/2021,14/03/2021,1,60.18,White Clover Markets,1029 - 12th Ave. S.,USA
10470,BONAP,4,11/03/2021,08/04/2021,14/03/2021,2,64.56,Bon app',12 rue des Bouchers,France
10471,BSBEV,2,11/03/2021,08/04/2021,18/03/2021,3,45.59,B's Beverages,Fauntleroy Circus,UK
10472,SEVES,8,12/03/2021,09/04/2021,19/03/2021,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,UK
10473,ISLAT,1,13/03/2021,27/03/2021,21/03/2021,3,16.37,Island Trading,Garden House Crowther Way,UK
10474,PERIC,5,13/03/2021,10/04/2021,21/03/2021,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,Mexico
10475,SUPRD,9,14/03/2021,11/04/2021,04/04/2021,1,68.52,Suprêmes délices,Boulevard Tirou 255,Belgium
10476,HILAA,8,17/03/2021,14/04/2021,24/03/2021,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10477,PRINI,5,17/03/2021,14/04/2021,25/03/2021,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Portugal
10478,VICTE,2,18/03/2021,01/04/2021,26/03/2021,3,4.81,Victuailles en stock,2 rue du Commerce,France
10479,RATTC,3,19/03/2021,16/04/2021,21/03/2021,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10480,FOLIG,6,20/03/2021,17/04/2021,24/03/2021,2,1.35,Folies gourmandes,184 chaussée de Tournai,France
10481,RICAR,8,20/03/2021,17/04/2021,25/03/2021,2,64.33,Ricardo Adocicados,Av. Copacabana 267,Brazil
10482,LAZYK,1,21/03/2021,18/04/2021,10/04/2021,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,USA
10483,WHITC,7,24/03/2021,21/04/2021,25/04/2021,2,15.28,White Clover Markets,1029 - 12th Ave. S.,USA
10484,BSBEV,3,24/03/2021,21/04/2021,01/04/2021,3,6.88,B's Beverages,Fauntleroy Circus,UK
10485,LINOD,4,25/03/2021,08/04/2021,31/03/2021,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10486,HILAA,1,26/03/2021,23/04/2021,02/04/2021,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10487,QUEEN,2,26/03/2021,23/04/2021,28/03/2021,2,71.07,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10488,FRANK,8,27/03/2021,24/04/2021,02/04/2021,2,4.93,Frankenversand,Berliner Platz 43,Germany
10489,PICCO,6,28/03/2021,25/04/2021,09/04/2021,2,5.29,Piccolo und mehr,Geislweg 14,Austria
10490,HILAA,7,31/03/2021,28/04/2021,03/04/2021,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10491,FURIB,8,31/03/2021,28/04/2021,08/04/2021,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Portugal
10492,BOTTM,3,01/04/2021,29/04/2021,11/04/2021,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
10493,LAMAI,4,02/04/2021,30/04/2021,10/04/2021,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,France
10494,COMMI,4,02/04/2021,30/04/2021,09/04/2021,2,65.99,Comércio Mineiro,Av. dos Lusíadas 23,Brazil
10495,LAUGB,3,03/04/2021,01/05/2021,11/04/2021,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Canada
10496,TRADH,7,04/04/2021,02/05/2021,07/04/2021,2,46.77,Tradiçao Hipermercados,Av. Inês de Castro 414,Brazil
10497,LEHMS,7,04/04/2021,02/05/2021,07/04/2021,1,36.21,Lehmanns Marktstand,Magazinweg 7,Germany
10498,HILAA,8,07/04/2021,05/05/2021,11/04/2021,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10499,LILAS,4,08/04/2021,06/05/2021,16/04/2021,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
10500,LAMAI,6,09/04/2021,07/05/2021,17/04/2021,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,France
10501,BLAUS,9,09/04/2021,07/05/2021,16/04/2021,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Germany
10502,PERIC,2,10/04/2021,08/05/2021,29/04/2021,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,Mexico
10503,HUNGO,6,11/04/2021,09/05/2021,16/04/2021,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10504,WHITC,4,11/04/2021,09/05/2021,18/04/2021,3,59.13,White Clover Markets,1029 - 12th Ave. S.,USA
10505,MEREP,3,14/04/2021,12/05/2021,21/04/2021,3,7.13,Mère Paillarde,43 rue St. Laurent,Canada
10506,KOENE,9,15/04/2021,13/05/2021,02/05/2021,2,21.19,Königlich Essen,Maubelstr. 90,Germany
10507,ANTON,7,15/04/2021,13/05/2021,22/04/2021,1,47.45,Antonio Moreno Taquería,Mataderos  2312,Mexico
10508,OTTIK,1,16/04/2021,14/05/2021,13/05/2021,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Germany
10509,BLAUS,4,17/04/2021,15/05/2021,29/04/2021,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Germany
10510,SAVEA,6,18/04/2021,16/05/2021,28/04/2021,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,USA
10511,BONAP,4,18/04/2021,16/05/2021,21/04/2021,3,350.64,Bon app',12 rue des Bouchers,France
10512,FAMIA,7,21/04/2021,19/05/2021,24/04/2021,2,3.53,Familia Arquibaldo,Rua Orós 92,Brazil
10513,WANDK,7,22/04/2021,03/06/2021,28/04/2021,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Germany
10514,ERNSH,3,22/04/2021,20/05/2021,16/05/2021,2,789.95,Ernst Handel,Kirchgasse 6,Austria
10515,QUICK,2,23/04/2021,07/05/2021,23/05/2021,1,204.47,QUICK-Stop,Taucherstraße 10,Germany
10516,HUNGO,2,24/04/2021,22/05/2021,01/05/2021,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10517,NORTS,3,24/04/2021,22/05/2021,29/04/2021,3,32.07,North/South,South House 300 Queensbridge,UK
10518,TORTU,4,25/04/2021,09/05/2021,05/05/2021,2,218.15,Tortuga Restaurante,Avda. Azteca 123,Mexico
10519,CHOPS,6,28/04/2021,26/05/2021,01/05/2021,3,91.76,Chop-suey Chinese,Hauptstr. 31,Switzerland
10520,SANTG,7,29/04/2021,27/05/2021,01/05/2021,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Norway
10521,CACTU,8,29/04/2021,27/05/2021,02/05/2021,2,17.22,Cactus Comidas para llevar,Cerrito 333,Argentina
10522,LEHMS,4,30/04/2021,28/05/2021,06/05/2021,1,45.33,Lehmanns Marktstand,Magazinweg 7,Germany
10523,SEVES,7,01/05/2021,29/05/2021,30/05/2021,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,UK
10524,BERGS,1,01/05/2021,29/05/2021,07/05/2021,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Sweden
10525,BONAP,1,02/05/2021,30/05/2021,23/05/2021,2,11.06,Bon app',12 rue des Bouchers,France
10526,WARTH,4,05/05/2021,02/06/2021,15/05/2021,2,58.59,Wartian Herkku,Torikatu 38,Finland
10527,QUICK,7,05/05/2021,02/06/2021,07/05/2021,1,41.9,QUICK-Stop,Taucherstraße 10,Germany
10528,GREAL,6,06/05/2021,20/05/2021,09/05/2021,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,USA
10529,MAISD,5,07/05/2021,04/06/2021,09/05/2021,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Belgium
10530,PICCO,3,08/05/2021,05/06/2021,12/05/2021,2,339.22,Piccolo und mehr,Geislweg 14,Austria
10531,OCEAN,7,08/05/2021,05/06/2021,19/05/2021,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Argentina
10532,EASTC,7,09/05/2021,06/06/2021,12/05/2021,3,74.46,Eastern Connection,35 King George,UK
10533,FOLKO,8,12/05/2021,09/06/2021,22/05/2021,1,188.04,Folk och fä HB,Åkergatan 24,Sweden
10534,LEHMS,8,12/05/2021,09/06/2021,14/05/2021,2,27.94,Lehmanns Marktstand,Magazinweg 7,Germany
10535,ANTON,4,13/05/2021,10/06/2021,21/05/2021,1,15.64,Antonio Moreno Taquería,Mataderos  2312,Mexico
10536,LEHMS,3,14/05/2021,11/06/2021,06/06/2021,2,58.88,Lehmanns Marktstand,Magazinweg 7,Germany
10537,RICSU,1,14/05/2021,28/05/2021,19/05/2021,1,78.85,Richter Supermarkt,Starenweg 5,Switzerland
10538,BSBEV,9,15/05/2021,12/06/2021,16/05/2021,3,4.87,B's Beverages,Fauntleroy Circus,UK
10539,BSBEV,6,16/05/2021,13/06/2021,23/05/2021,3,12.36,B's Beverages,Fauntleroy Circus,UK
10540,QUICK,3,19/05/2021,16/06/2021,13/06/2021,3,1007.64,QUICK-Stop,Taucherstraße 10,Germany
10541,HANAR,2,19/05/2021,16/06/2021,29/05/2021,1,68.65,Hanari Carnes,Rua do Paço 67,Brazil
10542,KOENE,1,20/05/2021,17/06/2021,26/05/2021,3,10.95,Königlich Essen,Maubelstr. 90,Germany
10543,LILAS,8,21/05/2021,18/06/2021,23/05/2021,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
10544,LONEP,4,21/05/2021,18/06/2021,30/05/2021,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,USA
10545,LAZYK,8,22/05/2021,19/06/2021,26/06/2021,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,USA
10546,VICTE,1,23/05/2021,20/06/2021,27/05/2021,3,194.72,Victuailles en stock,2 rue du Commerce,France
10547,SEVES,3,23/05/2021,20/06/2021,02/06/2021,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,UK
10548,TOMSP,3,26/05/2021,23/06/2021,02/06/2021,2,1.43,Toms Spezialitäten,Luisenstr. 48,Germany
10549,QUICK,5,27/05/2021,10/06/2021,30/05/2021,1,171.24,QUICK-Stop,Taucherstraße 10,Germany
10550,GODOS,7,28/05/2021,25/06/2021,06/06/2021,3,4.32,Godos Cocina Típica,C/ Romero 33,Spain
10551,FURIB,4,28/05/2021,09/07/2021,06/06/2021,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Portugal
10552,HILAA,2,29/05/2021,26/06/2021,05/06/2021,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10553,WARTH,2,30/05/2021,27/06/2021,03/06/2021,2,149.49,Wartian Herkku,Torikatu 38,Finland
10554,OTTIK,4,30/05/2021,27/06/2021,05/06/2021,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Germany
10555,SAVEA,6,02/06/2021,30/06/2021,04/06/2021,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,USA
10556,SIMOB,2,03/06/2021,15/07/2021,13/06/2021,1,9.8,Simons bistro,Vinbæltet 34,Denmark
10557,LEHMS,9,03/06/2021,17/06/2021,06/06/2021,2,96.72,Lehmanns Marktstand,Magazinweg 7,Germany
10558,AROUT,1,04/06/2021,02/07/2021,10/06/2021,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,UK
10559,BLONP,6,05/06/2021,03/07/2021,13/06/2021,1,8.05,Blondel père et fils,24 place Kléber,France
10560,FRANK,8,06/06/2021,04/07/2021,09/06/2021,1,36.65,Frankenversand,Berliner Platz 43,Germany
10561,FOLKO,2,06/06/2021,04/07/2021,09/06/2021,2,242.21,Folk och fä HB,Åkergatan 24,Sweden
10562,REGGC,1,09/06/2021,07/07/2021,12/06/2021,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Italy
10563,RICAR,2,10/06/2021,22/07/2021,24/06/2021,2,60.43,Ricardo Adocicados,Av. Copacabana 267,Brazil
10564,RATTC,4,10/06/2021,08/07/2021,16/06/2021,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10565,MEREP,8,11/06/2021,09/07/2021,18/06/2021,2,7.15,Mère Paillarde,43 rue St. Laurent,Canada
10566,BLONP,9,12/06/2021,10/07/2021,18/06/2021,1,88.4,Blondel père et fils,24 place Kléber,France
10567,HUNGO,1,12/06/2021,10/07/2021,17/06/2021,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10568,GALED,3,13/06/2021,11/07/2021,09/07/2021,3,6.54,Galería del gastronómo,Rambla de Cataluña 23,Spain
10569,RATTC,5,16/06/2021,14/07/2021,11/07/2021,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10570,MEREP,3,17/06/2021,15/07/2021,19/06/2021,3,188.99,Mère Paillarde,43 rue St. Laurent,Canada
10571,ERNSH,8,17/06/2021,29/07/2021,04/07/2021,3,26.06,Ernst Handel,Kirchgasse 6,Austria
10572,BERGS,3,18/06/2021,16/07/2021,25/06/2021,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Sweden
10573,ANTON,7,19/06/2021,17/07/2021,20/06/2021,3,84.84,Antonio Moreno Taquería,Mataderos  2312,Mexico
10574,TRAIH,4,19/06/2021,17/07/2021,30/06/2021,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,USA
10575,MORGK,5,20/06/2021,04/07/2021,30/06/2021,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Germany
10576,TORTU,3,23/06/2021,07/07/2021,30/06/2021,3,18.56,Tortuga Restaurante,Avda. Azteca 123,Mexico
10577,TRAIH,9,23/06/2021,04/08/2021,30/06/2021,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,USA
10578,BSBEV,4,24/06/2021,22/07/2021,25/07/2021,3,29.6,B's Beverages,Fauntleroy Circus,UK
10579,LETSS,1,25/06/2021,23/07/2021,04/07/2021,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,USA
10580,OTTIK,4,26/06/2021,24/07/2021,01/07/2021,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Germany
10581,FAMIA,3,26/06/2021,24/07/2021,02/07/2021,1,3.01,Familia Arquibaldo,Rua Orós 92,Brazil
10582,BLAUS,3,27/06/2021,25/07/2021,14/07/2021,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Germany
10583,WARTH,2,30/06/2021,28/07/2021,04/07/2021,2,7.28,Wartian Herkku,Torikatu 38,Finland
10584,BLONP,4,30/06/2021,28/07/2021,04/07/2021,1,59.14,Blondel père et fils,24 place Kléber,France
10585,WELLI,7,01/07/2021,29/07/2021,10/07/2021,1,13.41,Wellington Importadora,Rua do Mercado 12,Brazil
10586,REGGC,9,02/07/2021,30/07/2021,09/07/2021,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Italy
10587,QUEDE,1,02/07/2021,30/07/2021,09/07/2021,1,62.52,Que Delícia,Rua da Panificadora 12,Brazil
10588,QUICK,2,03/07/2021,31/07/2021,10/07/2021,3,194.67,QUICK-Stop,Taucherstraße 10,Germany
10589,GREAL,8,04/07/2021,01/08/2021,14/07/2021,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,USA
10590,MEREP,4,07/07/2021,04/08/2021,14/07/2021,3,44.77,Mère Paillarde,43 rue St. Laurent,Canada
10591,VAFFE,1,07/07/2021,21/07/2021,16/07/2021,1,55.92,Vaffeljernet,Smagsloget 45,Denmark
10592,LEHMS,3,08/07/2021,05/08/2021,16/07/2021,1,32.1,Lehmanns Marktstand,Magazinweg 7,Germany
10593,LEHMS,7,09/07/2021,06/08/2021,13/08/2021,2,174.2,Lehmanns Marktstand,Magazinweg 7,Germany
10594,OLDWO,3,09/07/2021,06/08/2021,16/07/2021,2,5.24,Old World Delicatessen,2743 Bering St.,USA
10595,ERNSH,2,10/07/2021,07/08/2021,14/07/2021,1,96.78,Ernst Handel,Kirchgasse 6,Austria
10596,WHITC,8,11/07/2021,08/08/2021,12/08/2021,1,16.34,White Clover Markets,1029 - 12th Ave. S.,USA
10597,PICCO,7,11/07/2021,08/08/2021,18/07/2021,3,35.12,Piccolo und mehr,Geislweg 14,Austria
10598,RATTC,1,14/07/2021,11/08/2021,18/07/2021,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10599,BSBEV,6,15/07/2021,26/08/2021,21/07/2021,3,29.98,B's Beverages,Fauntleroy Circus,UK
10600,HUNGC,4,16/07/2021,13/08/2021,21/07/2021,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,USA
10601,HILAA,7,16/07/2021,27/08/2021,22/07/2021,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10602,VAFFE,8,17/07/2021,14/08/2021,22/07/2021,2,2.92,Vaffeljernet,Smagsloget 45,Denmark
10603,SAVEA,8,18/07/2021,15/08/2021,08/08/2021,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,USA
10604,FURIB,1,18/07/2021,15/08/2021,29/07/2021,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Portugal
10605,MEREP,1,21/07/2021,18/08/2021,29/07/2021,2,379.13,Mère Paillarde,43 rue St. Laurent,Canada
10606,TRADH,4,22/07/2021,19/08/2021,31/07/2021,3,79.4,Tradiçao Hipermercados,Av. Inês de Castro 414,Brazil
10607,SAVEA,5,22/07/2021,19/08/2021,25/07/2021,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,USA
10608,TOMSP,4,23/07/2021,20/08/2021,01/08/2021,2,27.79,Toms Spezialitäten,Luisenstr. 48,Germany
10609,DUMON,7,24/07/2021,21/08/2021,30/07/2021,2,1.85,Du monde entier,67 rue des Cinquante Otages,France
10610,LAMAI,8,25/07/2021,22/08/2021,06/08/2021,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,France
10611,WOLZA,6,25/07/2021,22/08/2021,01/08/2021,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Poland
10612,SAVEA,1,28/07/2021,25/08/2021,01/08/2021,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,USA
10613,HILAA,4,29/07/2021,26/08/2021,01/08/2021,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10614,BLAUS,8,29/07/2021,26/08/2021,01/08/2021,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Germany
10615,WILMK,2,30/07/2021,27/08/2021,06/08/2021,3,0.75,Wilman Kala,Keskuskatu 45,Finland
10616,GREAL,1,31/07/2021,28/08/2021,05/08/2021,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,USA
10617,GREAL,4,31/07/2021,28/08/2021,04/08/2021,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,USA
10618,MEREP,1,01/08/2021,12/09/2021,08/08/2021,1,154.68,Mère Paillarde,43 rue St. Laurent,Canada
10619,MEREP,3,04/08/2021,01/09/2021,07/08/2021,3,91.05,Mère Paillarde,43 rue St. Laurent,Canada
10620,LAUGB,2,05/08/2021,02/09/2021,NULL,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Canada
10621,ISLAT,4,05/08/2021,02/09/2021,11/08/2021,2,23.73,Island Trading,Garden House Crowther Way,UK
10622,RICAR,4,06/08/2021,03/09/2021,11/08/2021,3,50.97,Ricardo Adocicados,Av. Copacabana 267,Brazil
10623,FRANK,8,07/08/2021,04/09/2021,12/08/2021,2,97.18,Frankenversand,Berliner Platz 43,Germany
10624,THECR,4,07/08/2021,04/09/2021,19/08/2021,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,USA
10625,ANATR,3,08/08/2021,05/09/2021,14/08/2021,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,Mexico
10626,BERGS,1,11/08/2021,08/09/2021,20/08/2021,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Sweden
10627,SAVEA,8,11/08/2021,22/09/2021,21/08/2021,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,USA
10628,BLONP,4,12/08/2021,09/09/2021,20/08/2021,3,30.36,Blondel père et fils,24 place Kléber,France
10629,GODOS,4,12/08/2021,09/09/2021,20/08/2021,3,85.46,Godos Cocina Típica,C/ Romero 33,Spain
10630,KOENE,1,13/08/2021,10/09/2021,19/08/2021,2,32.35,Königlich Essen,Maubelstr. 90,Germany
10631,LAMAI,8,14/08/2021,11/09/2021,15/08/2021,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,France
10632,WANDK,8,14/08/2021,11/09/2021,19/08/2021,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Germany
10633,ERNSH,7,15/08/2021,12/09/2021,18/08/2021,3,477.9,Ernst Handel,Kirchgasse 6,Austria
10634,FOLIG,4,15/08/2021,12/09/2021,NULL,3,487.38,Folies gourmandes,184 chaussée de Tournai,France
10635,MAGAA,8,18/08/2021,15/09/2021,NULL,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Italy
10636,WARTH,4,19/08/2021,16/09/2021,26/08/2021,1,1.15,Wartian Herkku,Torikatu 38,Finland
10637,QUEEN,6,19/08/2021,16/09/2021,26/08/2021,1,201.29,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10638,LINOD,3,20/08/2021,17/09/2021,01/09/2021,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10639,SANTG,7,20/08/2021,17/09/2021,27/08/2021,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Norway
10640,WANDK,4,21/08/2021,18/09/2021,28/08/2021,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Germany
10641,HILAA,4,22/08/2021,19/09/2021,26/08/2021,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10642,SIMOB,7,22/08/2021,19/09/2021,05/09/2021,3,41.89,Simons bistro,Vinbæltet 34,Denmark
10643,ALFKI,6,25/08/2021,22/09/2021,02/09/2021,1,29.46,Alfreds Futterkiste,Obere Str. 57,Germany
10644,WELLI,3,25/08/2021,22/09/2021,01/09/2021,2,0.14,Wellington Importadora,Rua do Mercado 12,Brazil
10645,HANAR,4,26/08/2021,23/09/2021,02/09/2021,1,12.41,Hanari Carnes,Rua do Paço 67,Brazil
10646,HUNGO,9,27/08/2021,08/10/2021,03/09/2021,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10647,QUEDE,4,27/08/2021,10/09/2021,03/09/2021,2,45.54,Que Delícia,Rua da Panificadora 12,Brazil
10648,RICAR,5,28/08/2021,09/10/2021,09/09/2021,2,14.25,Ricardo Adocicados,Av. Copacabana 267,Brazil
10649,MAISD,5,28/08/2021,25/09/2021,NULL,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Belgium
10650,FAMIA,5,29/08/2021,26/09/2021,03/09/2021,3,176.81,Familia Arquibaldo,Rua Orós 92,Brazil
10651,WANDK,8,01/09/2021,29/09/2021,11/09/2021,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Germany
10652,GOURL,4,01/09/2021,29/09/2021,08/09/2021,2,7.14,Gourmet Lanchonetes,Av. Brasil 442,Brazil
10653,FRANK,1,02/09/2021,30/09/2021,19/09/2021,1,93.25,Frankenversand,Berliner Platz 43,Germany
10654,BERGS,5,02/09/2021,30/09/2021,11/09/2021,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Sweden
10655,REGGC,1,03/09/2021,01/10/2021,NULL,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Italy
10656,GREAL,6,04/09/2021,02/10/2021,10/09/2021,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,USA
10657,SAVEA,2,04/09/2021,02/10/2021,15/09/2021,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,USA
10658,QUICK,4,05/09/2021,03/10/2021,08/09/2021,1,364.15,QUICK-Stop,Taucherstraße 10,Germany
10659,QUEEN,7,05/09/2021,03/10/2021,10/09/2021,2,105.81,Queen Cozinha,Alameda dos Canàrios 891,Brazil
