orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCountry
10660,HUNGC,8,08/09/2021,06/10/2021,15/10/2021,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,USA
10661,HUNGO,7,09/09/2021,07/10/2021,15/09/2021,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10662,LONEP,3,09/09/2021,07/10/2021,18/09/2021,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,USA
10663,BONAP,2,10/09/2021,24/09/2021,03/10/2021,2,113.15,Bon app',12 rue des Bouchers,France
10664,FURIB,1,10/09/2021,08/10/2021,19/09/2021,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Portugal
10665,LONEP,1,11/09/2021,09/10/2021,NULL,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,USA
10666,RICSU,7,12/09/2021,10/10/2021,22/09/2021,2,232.42,Richter Supermarkt,Starenweg 5,Switzerland
10667,ERNSH,7,12/09/2021,10/10/2021,19/09/2021,1,78.09,Ernst Handel,Kirchgasse 6,Austria
10668,WANDK,1,15/09/2021,13/10/2021,23/09/2021,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Germany
10669,SIMOB,2,15/09/2021,13/10/2021,22/09/2021,1,24.39,Simons bistro,Vinbæltet 34,Denmark
10670,FRANK,4,16/09/2021,14/10/2021,18/09/2021,1,203.48,Frankenversand,Berliner Platz 43,Germany
10671,FRANR,1,17/09/2021,15/10/2021,24/09/2021,1,30.34,France restauration,54 rue Royale,France
10672,BERGS,9,17/09/2021,01/10/2021,26/09/2021,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Sweden
10673,WILMK,2,18/09/2021,16/10/2021,NULL,1,22.76,Wilman Kala,Keskuskatu 45,Finland
10674,ISLAT,4,18/09/2021,16/10/2021,NULL,2,0.9,Island Trading,Garden House Crowther Way,UK
10675,FRANK,5,19/09/2021,17/10/2021,NULL,2,31.85,Frankenversand,Berliner Platz 43,Germany
10676,TORTU,2,22/09/2021,20/10/2021,NULL,2,2.01,Tortuga Restaurante,Avda. Azteca 123,Mexico
10677,ANTON,1,22/09/2021,20/10/2021,26/09/2021,3,4.03,Antonio Moreno Taquería,Mataderos  2312,Mexico
10678,SAVEA,7,23/09/2021,21/10/2021,16/10/2021,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,USA
10679,BLONP,8,23/09/2021,21/10/2021,30/09/2021,3,27.94,Blondel père et fils,24 place Kléber,France
10680,OLDWO,1,24/09/2021,22/10/2021,26/09/2021,1,26.61,Old World Delicatessen,2743 Bering St.,USA
10681,GREAL,3,25/09/2021,23/10/2021,30/09/2021,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,USA
10682,ANTON,3,25/09/2021,23/10/2021,01/10/2021,2,36.13,Antonio Moreno Taquería,Mataderos  2312,Mexico
10683,DUMON,2,26/09/2021,24/10/2021,01/10/2021,1,4.4,Du monde entier,67 rue des Cinquante Otages,France
10684,OTTIK,3,26/09/2021,24/10/2021,30/09/2021,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Germany
10685,GOURL,4,29/09/2021,13/10/2021,03/10/2021,2,33.75,Gourmet Lanchonetes,Av. Brasil 442,Brazil
10686,PICCO,2,30/09/2021,28/10/2021,08/10/2021,1,96.5,Piccolo und mehr,Geislweg 14,Austria
10687,HUNGO,9,30/09/2021,28/10/2021,30/10/2021,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10688,VAFFE,4,01/10/2021,15/10/2021,07/10/2021,2,299.09,Vaffeljernet,Smagsloget 45,Denmark
10689,BERGS,1,01/10/2021,29/10/2021,07/10/2021,2,13.42,Berglunds snabbköp,Berguvsvägen  8,Sweden
10690,HANAR,1,02/10/2021,30/10/2021,03/10/2021,1,15.8,Hanari Carnes,Rua do Paço 67,Brazil
10691,QUICK,2,03/10/2021,14/11/2021,22/10/2021,2,810.05,QUICK-Stop,Taucherstraße 10,Germany
10692,ALFKI,4,03/10/2021,31/10/2021,13/10/2021,2,61.02,Alfred's Futterkiste,Obere Str. 57,Germany
10693,WHITC,3,06/10/2021,20/10/2021,10/10/2021,3,139.34,White Clover Markets,1029 - 12th Ave. S.,USA
10694,QUICK,8,06/10/2021,03/11/2021,09/10/2021,3,398.36,QUICK-Stop,Taucherstraße 10,Germany
10695,WILMK,7,07/10/2021,18/11/2021,14/10/2021,1,16.72,Wilman Kala,Keskuskatu 45,Finland
10696,WHITC,8,08/10/2021,19/11/2021,14/10/2021,3,102.55,White Clover Markets,1029 - 12th Ave. S.,USA
10697,LINOD,3,08/10/2021,05/11/2021,14/10/2021,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10698,ERNSH,4,09/10/2021,06/11/2021,17/10/2021,1,272.47,Ernst Handel,Kirchgasse 6,Austria
10699,MORGK,3,09/10/2021,06/11/2021,13/10/2021,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Germany
10700,SAVEA,3,10/10/2021,07/11/2021,16/10/2021,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,USA
10701,HUNGO,6,13/10/2021,27/10/2021,15/10/2021,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10702,ALFKI,4,13/10/2021,24/11/2021,21/10/2021,1,23.94,Alfred's Futterkiste,Obere Str. 57,Germany
10703,FOLKO,6,14/10/2021,11/11/2021,20/10/2021,2,152.3,Folk och fä HB,Åkergatan 24,Sweden
10704,QUEEN,6,14/10/2021,11/11/2021,07/11/2021,1,4.78,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10705,HILAA,9,15/10/2021,12/11/2021,18/11/2021,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10706,OLDWO,8,16/10/2021,13/11/2021,21/10/2021,3,135.63,Old World Delicatessen,2743 Bering St.,USA
10707,AROUT,4,16/10/2021,30/10/2021,23/10/2021,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,UK
10708,THEBI,6,17/10/2021,28/11/2021,05/11/2021,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,USA
10709,GOURL,1,17/10/2021,14/11/2021,20/11/2021,3,210.8,Gourmet Lanchonetes,Av. Brasil 442,Brazil
10710,FRANS,1,20/10/2021,17/11/2021,23/10/2021,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Italy
10711,SAVEA,5,21/10/2021,02/12/2021,29/10/2021,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,USA
10712,HUNGO,3,21/10/2021,18/11/2021,31/10/2021,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10713,SAVEA,1,22/10/2021,19/11/2021,24/10/2021,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,USA
10714,SAVEA,5,22/10/2021,19/11/2021,27/10/2021,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,USA
10715,BONAP,3,23/10/2021,06/11/2021,29/10/2021,1,63.2,Bon app',12 rue des Bouchers,France
10716,RANCH,4,24/10/2021,21/11/2021,27/10/2021,2,22.57,Rancho grande,Av. del Libertador 900,Argentina
10717,FRANK,1,24/10/2021,21/11/2021,29/10/2021,2,59.25,Frankenversand,Berliner Platz 43,Germany
10718,KOENE,1,27/10/2021,24/11/2021,29/10/2021,3,170.88,Königlich Essen,Maubelstr. 90,Germany
10719,LETSS,8,27/10/2021,24/11/2021,05/11/2021,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,USA
10720,QUEDE,8,28/10/2021,11/11/2021,05/11/2021,2,9.53,Que Delícia,Rua da Panificadora 12,Brazil
10721,QUICK,5,29/10/2021,26/11/2021,31/10/2021,3,48.92,QUICK-Stop,Taucherstraße 10,Germany
10722,SAVEA,8,29/10/2021,10/12/2021,04/11/2021,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,USA
10723,WHITC,3,30/10/2021,27/11/2021,25/11/2021,1,21.72,White Clover Markets,1029 - 12th Ave. S.,USA
10724,MEREP,8,30/10/2021,11/12/2021,05/11/2021,2,57.75,Mère Paillarde,43 rue St. Laurent,Canada
10725,FAMIA,4,31/10/2021,28/11/2021,05/11/2021,3,10.83,Familia Arquibaldo,Rua Orós 92,Brazil
10726,EASTC,4,03/11/2021,17/11/2021,05/12/2021,1,16.56,Eastern Connection,35 King George,UK
10727,REGGC,2,03/11/2021,01/12/2021,05/12/2021,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Italy
10728,QUEEN,4,04/11/2021,02/12/2021,11/11/2021,2,58.33,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10729,LINOD,8,04/11/2021,16/12/2021,NULL,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10730,BONAP,5,05/11/2021,03/12/2021,14/11/2021,1,20.12,Bon app',12 rue des Bouchers,France
10731,CHOPS,7,06/11/2021,04/12/2021,14/11/2021,1,96.65,Chop-suey Chinese,Hauptstr. 31,Switzerland
10732,BONAP,3,06/11/2021,04/12/2021,07/11/2021,1,16.97,Bon app',12 rue des Bouchers,France
10733,BERGS,1,07/11/2021,05/12/2021,10/11/2021,3,110.11,Berglunds snabbköp,Berguvsvägen  8,Sweden
10734,GOURL,2,07/11/2021,05/12/2021,12/11/2021,3,1.63,Gourmet Lanchonetes,Av. Brasil 442,Brazil
10735,LETSS,6,10/11/2021,08/12/2021,21/11/2021,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,USA
10736,HUNGO,9,11/11/2021,09/12/2021,21/11/2021,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10737,VINET,2,11/11/2021,09/12/2021,18/11/2021,2,7.79,Vins et alcools Chevalier,59 rue de l'Abbaye,France
10738,SPECD,2,12/11/2021,10/12/2021,18/11/2021,1,2.91,Spécialités du monde,25 rue Lauriston,France
10739,VINET,3,12/11/2021,10/12/2021,17/11/2021,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,France
10740,WHITC,4,13/11/2021,11/12/2021,25/11/2021,2,81.88,White Clover Markets,1029 - 12th Ave. S.,USA
10741,AROUT,4,14/11/2021,28/11/2021,18/11/2021,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,UK
10742,BOTTM,3,14/11/2021,12/12/2021,18/11/2021,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
10743,AROUT,1,17/11/2021,15/12/2021,21/11/2021,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,UK
10744,VAFFE,6,17/11/2021,15/12/2021,24/11/2021,1,69.19,Vaffeljernet,Smagsloget 45,Denmark
10745,QUICK,9,18/11/2021,16/12/2021,27/11/2021,1,3.52,QUICK-Stop,Taucherstraße 10,Germany
10746,CHOPS,1,19/11/2021,17/12/2021,21/11/2021,3,31.43,Chop-suey Chinese,Hauptstr. 31,Switzerland
10747,PICCO,6,19/11/2021,17/12/2021,26/11/2021,1,117.33,Piccolo und mehr,Geislweg 14,Austria
10748,SAVEA,3,20/11/2021,18/12/2021,28/11/2021,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,USA
10749,ISLAT,4,20/11/2021,18/12/2021,19/12/2021,2,61.53,Island Trading,Garden House Crowther Way,UK
10750,WARTH,9,21/11/2021,19/12/2021,24/11/2021,1,79.3,Wartian Herkku,Torikatu 38,Finland
10751,RICSU,3,24/11/2021,22/12/2021,03/12/2021,3,130.79,Richter Supermarkt,Starenweg 5,Switzerland
10752,NORTS,2,24/11/2021,22/12/2021,28/11/2021,3,1.39,North/South,South House 300 Queensbridge,UK
10753,FRANS,3,25/11/2021,23/12/2021,27/11/2021,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Italy
10754,MAGAA,6,25/11/2021,23/12/2021,27/11/2021,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Italy
10755,BONAP,4,26/11/2021,24/12/2021,28/11/2021,2,16.71,Bon app',12 rue des Bouchers,France
10756,SPLIR,8,27/11/2021,25/12/2021,02/12/2021,2,73.21,Split Rail Beer & Ale,P.O. Box 555,USA
10757,SAVEA,6,27/11/2021,25/12/2021,15/12/2021,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,USA
10758,RICSU,3,28/11/2021,26/12/2021,04/12/2021,3,138.17,Richter Supermarkt,Starenweg 5,Switzerland
10759,ANATR,3,28/11/2021,26/12/2021,12/12/2021,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,Mexico
10760,MAISD,4,01/12/2021,29/12/2021,10/12/2021,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Belgium
10761,RATTC,5,02/12/2021,30/12/2021,08/12/2021,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10762,FOLKO,3,02/12/2021,30/12/2021,09/12/2021,1,328.74,Folk och fä HB,Åkergatan 24,Sweden
10763,FOLIG,3,03/12/2021,31/12/2021,08/12/2021,3,37.35,Folies gourmandes,184 chaussée de Tournai,France
10764,ERNSH,6,03/12/2021,31/12/2021,08/12/2021,3,145.45,Ernst Handel,Kirchgasse 6,Austria
10765,QUICK,3,04/12/2021,01/01/2022,09/12/2021,3,42.74,QUICK-Stop,Taucherstraße 10,Germany
10766,OTTIK,4,05/12/2021,02/01/2022,09/12/2021,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Germany
10767,SUPRD,4,05/12/2021,02/01/2022,15/12/2021,3,1.59,Suprêmes délices,Boulevard Tirou 255,Belgium
10768,AROUT,3,08/12/2021,05/01/2022,15/12/2021,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,UK
10769,VAFFE,3,08/12/2021,05/01/2022,12/12/2021,1,65.06,Vaffeljernet,Smagsloget 45,Denmark
10770,HANAR,8,09/12/2021,06/01/2022,17/12/2021,3,5.32,Hanari Carnes,Rua do Paço 67,Brazil
10771,ERNSH,9,10/12/2021,07/01/2022,02/01/2022,2,11.19,Ernst Handel,Kirchgasse 6,Austria
10772,LEHMS,3,10/12/2021,07/01/2022,19/12/2021,2,91.28,Lehmanns Marktstand,Magazinweg 7,Germany
10773,ERNSH,1,11/12/2021,08/01/2022,16/12/2021,3,96.43,Ernst Handel,Kirchgasse 6,Austria
10774,FOLKO,4,11/12/2021,25/12/2021,12/12/2021,1,48.2,Folk och fä HB,Åkergatan 24,Sweden
10775,THECR,7,12/12/2021,09/01/2022,26/12/2021,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,USA
10776,ERNSH,1,15/12/2021,12/01/2022,18/12/2021,3,351.53,Ernst Handel,Kirchgasse 6,Austria
10777,GOURL,7,15/12/2021,29/12/2021,21/01/2022,2,3.01,Gourmet Lanchonetes,Av. Brasil 442,Brazil
10778,BERGS,3,16/12/2021,13/01/2022,24/12/2021,1,6.79,Berglunds snabbköp,Berguvsvägen  8,Sweden
10779,MORGK,3,16/12/2021,13/01/2022,14/01/2022,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Germany
10780,LILAS,2,16/12/2021,30/12/2021,25/12/2021,1,42.13,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
10781,WARTH,2,17/12/2021,14/01/2022,19/12/2021,3,73.16,Wartian Herkku,Torikatu 38,Finland
10782,CACTU,9,17/12/2021,14/01/2022,22/12/2021,3,1.1,Cactus Comidas para llevar,Cerrito 333,Argentina
10783,HANAR,4,18/12/2021,15/01/2022,19/12/2021,2,124.98,Hanari Carnes,Rua do Paço 67,Brazil
10784,MAGAA,4,18/12/2021,15/01/2022,22/12/2021,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Italy
10785,GROSR,1,18/12/2021,15/01/2022,24/12/2021,3,1.51,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Venezuela
10786,QUEEN,8,19/12/2021,16/01/2022,23/12/2021,1,110.87,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10787,LAMAI,2,19/12/2021,02/01/2022,NULL,1,249.93,La maison d'Asie,1 rue Alsace-Lorraine,France
10788,QUICK,1,22/12/2021,19/01/2022,19/01/2022,2,42.7,QUICK-Stop,Taucherstraße 10,Germany
10789,FOLIG,1,22/12/2021,19/01/2022,31/12/2021,2,100.6,Folies gourmandes,184 chaussée de Tournai,France
10790,GOURL,6,22/12/2021,19/01/2022,26/12/2021,1,28.23,Gourmet Lanchonetes,Av. Brasil 442,Brazil
10791,FRANK,6,23/12/2021,20/01/2022,01/01/2022,2,16.85,Frankenversand,Berliner Platz 43,Germany
10792,WOLZA,1,23/12/2021,20/01/2022,31/12/2021,3,23.79,Wolski Zajazd,ul. Filtrowa 68,Poland
10793,AROUT,3,24/12/2021,21/01/2022,08/01/2022,3,4.52,Around the Horn,Brook Farm Stratford St. Mary,UK
10794,QUEDE,6,24/12/2021,21/01/2022,02/01/2022,1,21.49,Que Delícia,Rua da Panificadora 12,Brazil
10795,ERNSH,8,24/12/2021,21/01/2022,20/01/2022,2,126.66,Ernst Handel,Kirchgasse 6,Austria
10796,HILAA,3,25/12/2021,22/01/2022,14/01/2022,1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10797,DRACD,7,25/12/2021,22/01/2022,05/01/2022,2,33.35,Drachenblut Delikatessen,Walserweg 21,Germany
10798,ISLAT,2,26/12/2021,23/01/2022,05/01/2022,1,2.33,Island Trading,Garden House Crowther Way,UK
10799,KOENE,9,26/12/2021,06/02/2022,05/01/2022,3,30.76,Königlich Essen,Maubelstr. 90,Germany
10800,SEVES,1,26/12/2021,23/01/2022,05/01/2022,3,137.44,Seven Seas Imports,90 Wadhurst Rd.,UK
10801,BOLID,4,29/12/2021,26/01/2022,31/12/2021,2,97.09,Bólido Comidas preparadas,C/ Araquil 67,Spain
10802,SIMOB,4,29/12/2021,26/01/2022,02/01/2022,2,257.26,Simons bistro,Vinbæltet 34,Denmark
10803,WELLI,4,30/12/2021,27/01/2022,06/01/2022,1,55.23,Wellington Importadora,Rua do Mercado 12,Brazil
10804,SEVES,6,30/12/2021,27/01/2022,07/01/2022,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,UK
10805,THEBI,2,30/12/2021,27/01/2022,09/01/2022,3,237.34,The Big Cheese,89 Jefferson Way Suite 2,USA
10806,VICTE,3,31/12/2021,28/01/2022,05/01/2022,2,22.11,Victuailles en stock,2 rue du Commerce,France
10807,FRANS,4,31/12/2021,28/01/2022,30/01/2022,1,1.36,Franchi S.p.A.,Via Monte Bianco 34,Italy
10808,OLDWO,2,01/01/2022,29/01/2022,09/01/2022,3,45.53,Old World Delicatessen,2743 Bering St.,USA
10809,WELLI,7,01/01/2022,29/01/2022,07/01/2022,1,4.87,Wellington Importadora,Rua do Mercado 12,Brazil
10810,LAUGB,2,01/01/2022,29/01/2022,07/01/2022,3,4.33,Laughing Bacchus Wine Cellars,2319 Elm St.,Canada
10811,LINOD,8,02/01/2022,30/01/2022,08/01/2022,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10812,REGGC,5,02/01/2022,30/01/2022,12/01/2022,1,59.78,Reggiani Caseifici,Strada Provinciale 124,Italy
10813,RICAR,1,05/01/2022,02/02/2022,09/01/2022,1,47.38,Ricardo Adocicados,Av. Copacabana 267,Brazil
10814,VICTE,3,05/01/2022,02/02/2022,14/01/2022,3,130.94,Victuailles en stock,2 rue du Commerce,France
10815,SAVEA,2,05/01/2022,02/02/2022,14/01/2022,3,14.62,Save-a-lot Markets,187 Suffolk Ln.,USA
10816,GREAL,4,06/01/2022,03/02/2022,04/02/2022,2,719.78,Great Lakes Food Market,2732 Baker Blvd.,USA
10817,KOENE,3,06/01/2022,20/01/2022,13/01/2022,2,306.07,Königlich Essen,Maubelstr. 90,Germany
10818,MAGAA,7,07/01/2022,04/02/2022,12/01/2022,3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Italy
10819,CACTU,2,07/01/2022,04/02/2022,16/01/2022,3,19.76,Cactus Comidas para llevar,Cerrito 333,Argentina
10820,RATTC,3,07/01/2022,04/02/2022,13/01/2022,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10821,SPLIR,1,08/01/2022,05/02/2022,15/01/2022,1,36.68,Split Rail Beer & Ale,P.O. Box 555,USA
10822,TRAIH,6,08/01/2022,05/02/2022,16/01/2022,3,7,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,USA
10823,LILAS,5,09/01/2022,06/02/2022,13/01/2022,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
10824,FOLKO,8,09/01/2022,06/02/2022,30/01/2022,1,1.23,Folk och fä HB,Åkergatan 24,Sweden
10825,DRACD,1,09/01/2022,06/02/2022,14/01/2022,1,79.25,Drachenblut Delikatessen,Walserweg 21,Germany
10826,BLONP,6,12/01/2022,09/02/2022,06/02/2022,1,7.09,Blondel père et fils,24 place Kléber,France
10827,BONAP,1,12/01/2022,26/01/2022,06/02/2022,2,63.54,Bon app',12 rue des Bouchers,France
10828,RANCH,9,13/01/2022,27/01/2022,04/02/2022,1,90.85,Rancho grande,Av. del Libertador 900,Argentina
10829,ISLAT,9,13/01/2022,10/02/2022,23/01/2022,1,154.72,Island Trading,Garden House Crowther Way,UK
10830,TRADH,4,13/01/2022,24/02/2022,21/01/2022,2,81.83,Tradiçao Hipermercados,Av. Inês de Castro 414,Brazil
10831,SANTG,3,14/01/2022,11/02/2022,23/01/2022,2,72.19,Santé Gourmet,Erling Skakkes gate 78,Norway
10832,LAMAI,2,14/01/2022,11/02/2022,19/01/2022,2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,France
10833,OTTIK,6,15/01/2022,12/02/2022,23/01/2022,2,71.49,Ottilies Käseladen,Mehrheimerstr. 369,Germany
10834,TRADH,1,15/01/2022,12/02/2022,19/01/2022,3,29.78,Tradiçao Hipermercados,Av. Inês de Castro 414,Brazil
10835,ALFKI,1,15/01/2022,12/02/2022,21/01/2022,3,69.53,Alfred's Futterkiste,Obere Str. 57,Germany
10836,ERNSH,7,16/01/2022,13/02/2022,21/01/2022,1,411.88,Ernst Handel,Kirchgasse 6,Austria
10837,BERGS,9,16/01/2022,13/02/2022,23/01/2022,3,13.32,Berglunds snabbköp,Berguvsvägen  8,Sweden
10838,LINOD,3,19/01/2022,16/02/2022,NULL,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10839,TRADH,3,19/01/2022,16/02/2022,22/01/2022,3,35.43,Tradiçao Hipermercados,Av. Inês de Castro 414,Brazil
10840,LINOD,4,19/01/2022,02/03/2022,16/02/2022,2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10841,SUPRD,5,20/01/2022,17/02/2022,29/01/2022,2,424.3,Suprêmes délices,Boulevard Tirou 255,Belgium
10842,TORTU,1,20/01/2022,17/02/2022,29/01/2022,3,54.42,Tortuga Restaurante,Avda. Azteca 123,Mexico
10843,VICTE,4,21/01/2022,18/02/2022,26/01/2022,2,9.26,Victuailles en stock,2 rue du Commerce,France
10844,PICCO,8,21/01/2022,18/02/2022,26/01/2022,2,25.22,Piccolo und mehr,Geislweg 14,Austria
10845,QUICK,8,21/01/2022,04/02/2022,30/01/2022,1,212.98,QUICK-Stop,Taucherstraße 10,Germany
10846,SUPRD,2,22/01/2022,05/03/2022,23/01/2022,3,56.46,Suprêmes délices,Boulevard Tirou 255,Belgium
10847,SAVEA,4,22/01/2022,05/02/2022,10/02/2022,3,487.57,Save-a-lot Markets,187 Suffolk Ln.,USA
10848,CONSH,7,23/01/2022,20/02/2022,29/01/2022,2,38.24,Consolidated Holdings,Berkeley Gardens 12  Brewery,UK
10849,KOENE,9,23/01/2022,20/02/2022,30/01/2022,2,0.56,Königlich Essen,Maubelstr. 90,Germany
10850,VICTE,1,23/01/2022,06/03/2022,30/01/2022,1,49.19,Victuailles en stock,2 rue du Commerce,France
10851,RICAR,5,26/01/2022,23/02/2022,02/02/2022,1,160.55,Ricardo Adocicados,Av. Copacabana 267,Brazil
10852,RATTC,8,26/01/2022,09/02/2022,30/01/2022,1,174.05,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10853,BLAUS,9,27/01/2022,24/02/2022,03/02/2022,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Germany
10854,ERNSH,3,27/01/2022,24/02/2022,05/02/2022,2,100.22,Ernst Handel,Kirchgasse 6,Austria
10855,OLDWO,3,27/01/2022,24/02/2022,04/02/2022,1,170.97,Old World Delicatessen,2743 Bering St.,USA
10856,ANTON,3,28/01/2022,25/02/2022,10/02/2022,2,58.43,Antonio Moreno Taquería,Mataderos  2312,Mexico
10857,BERGS,8,28/01/2022,25/02/2022,06/02/2022,2,188.85,Berglunds snabbköp,Berguvsvägen  8,Sweden
10858,LACOR,2,29/01/2022,26/02/2022,03/02/2022,1,52.51,La corne d'abondance,67 avenue de l'Europe,France
10859,FRANK,1,29/01/2022,26/02/2022,02/02/2022,2,76.1,Frankenversand,Berliner Platz 43,Germany
10860,FRANR,3,29/01/2022,26/02/2022,04/02/2022,3,19.26,France restauration,54 rue Royale,France
10861,WHITC,4,30/01/2022,27/02/2022,17/02/2022,2,14.93,White Clover Markets,1029 - 12th Ave. S.,USA
10862,LEHMS,8,30/01/2022,13/03/2022,02/02/2022,2,53.23,Lehmanns Marktstand,Magazinweg 7,Germany
10863,HILAA,4,02/02/2022,02/03/2022,17/02/2022,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10864,AROUT,4,02/02/2022,02/03/2022,09/02/2022,2,3.04,Around the Horn,Brook Farm Stratford St. Mary,UK
10865,QUICK,2,02/02/2022,16/02/2022,12/02/2022,1,348.14,QUICK-Stop,Taucherstraße 10,Germany
10866,BERGS,5,03/02/2022,03/03/2022,12/02/2022,1,109.11,Berglunds snabbköp,Berguvsvägen  8,Sweden
10867,LONEP,6,03/02/2022,17/03/2022,11/02/2022,1,1.93,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,USA
